ph;temperature;batteryLevel;batteryValue;receivedAt;device;providerDeviceId
0.86;18.2;100;3370;2024-06-30T22:18:32.730358833Z;980;santorsola-phd-4
0.88;17.7;100;3365;2024-06-30T22:38:32.720641975Z;980;santorsola-phd-4
0.88;18.1;100;3361;2024-06-30T22:58:32.689209745Z;980;santorsola-phd-4
0.9;17.4;100;3363;2024-06-30T23:18:32.690289190Z;980;santorsola-phd-4
0.92;17.1;100;3361;2024-06-30T23:38:32.359528983Z;980;santorsola-phd-4
0.95;17.1;100;3361;2024-06-30T23:58:32.610086840Z;980;santorsola-phd-4
0.98;16.9;100;3361;2024-07-01T00:18:32.655996924Z;980;santorsola-phd-4
1.03;16.7;100;3367;2024-07-01T00:38:32.645421202Z;980;santorsola-phd-4
1.08;16.7;100;3363;2024-07-01T00:58:32.635769323Z;980;santorsola-phd-4
1.13;16.4;100;3358;2024-07-01T01:18:32.621343917Z;980;santorsola-phd-4
1.18;16.2;100;3358;2024-07-01T01:38:32.289586738Z;980;santorsola-phd-4
1.25;16.2;100;3358;2024-07-01T01:58:32.585472524Z;980;santorsola-phd-4
1.32;16.3;100;3363;2024-07-01T02:18:32.577794815Z;980;santorsola-phd-4
1.38;16.5;100;3358;2024-07-01T02:38:32.570161422Z;980;santorsola-phd-4
1.45;16.3;100;3361;2024-07-01T02:58:32.551676313Z;980;santorsola-phd-4
1.53;16;100;3361;2024-07-01T03:18:32.548355986Z;980;santorsola-phd-4
1.6;16.2;100;3361;2024-07-01T03:38:32.211688646Z;980;santorsola-phd-4
1.64;17;100;3370;2024-07-01T03:58:32.508808448Z;980;santorsola-phd-4
1.67;17.2;100;3365;2024-07-01T04:18:32.445092124Z;980;santorsola-phd-4
1.67;18.2;100;3363;2024-07-01T04:38:32.492494042Z;980;santorsola-phd-4
1.65;19.1;100;3374;2024-07-01T04:58:32.491208616Z;980;santorsola-phd-4
1.64;19.7;100;3370;2024-07-01T05:18:32.469884776Z;980;santorsola-phd-4
1.61;20.6;100;3377;2024-07-01T05:38:32.452465741Z;980;santorsola-phd-4
1.57;22.3;100;3377;2024-07-01T05:58:32.437952626Z;980;santorsola-phd-4
1.47;25.6;100;3379;2024-07-01T06:18:32.434144551Z;980;santorsola-phd-4
1.36;28.7;100;3388;2024-07-01T06:38:32.406053697Z;980;santorsola-phd-4
1.21;31.7;100;3400;2024-07-01T06:58:32.445972036Z;980;santorsola-phd-4
1.2;31.2;100;3400;2024-07-01T07:18:32.382782659Z;980;santorsola-phd-4
1.09;32.3;100;3393;2024-07-01T07:38:32.449327174Z;980;santorsola-phd-4
1.17;29.8;100;3390;2024-07-01T07:58:32.045985314Z;980;santorsola-phd-4
1.18;28;100;3388;2024-07-01T08:18:32.357172022Z;980;santorsola-phd-4
1.07;30.3;100;3386;2024-07-01T08:38:32.048859237Z;980;santorsola-phd-4
0.83;36.3;100;3395;2024-07-01T08:58:32.287533435Z;980;santorsola-phd-4
0.68;38;100;3395;2024-07-01T09:18:32.320377976Z;980;santorsola-phd-4
0.69;36.3;100;3395;2024-07-01T09:38:32.301037416Z;980;santorsola-phd-4
0.66;35.6;100;3400;2024-07-01T09:58:32.294188912Z;980;santorsola-phd-4
0.79;31.4;100;3388;2024-07-01T10:18:32.296881467Z;980;santorsola-phd-4
0.73;32.1;100;3393;2024-07-01T10:38:32.279851047Z;980;santorsola-phd-4
0.63;34;100;3395;2024-07-01T10:58:32.259970992Z;980;santorsola-phd-4
0.71;31.3;100;3383;2024-07-01T11:18:32.253036803Z;980;santorsola-phd-4
0.71;31.5;100;3390;2024-07-01T11:38:32.282212245Z;980;santorsola-phd-4
0.86;26.6;100;3386;2024-07-01T11:58:32.234985332Z;980;santorsola-phd-4
0.87;26;100;3379;2024-07-01T12:18:32.223394079Z;980;santorsola-phd-4
0.91;24.5;100;3379;2024-07-01T12:38:31.883643587Z;980;santorsola-phd-4
0.9;24.8;100;3374;2024-07-01T12:58:31.865770202Z;980;santorsola-phd-4
0.98;21.4;100;3372;2024-07-01T13:18:31.840554218Z;980;santorsola-phd-4
1.01;18.9;100;3367;2024-07-01T13:38:32.203618708Z;980;santorsola-phd-4
1;20.1;100;3370;2024-07-01T13:58:32.140767377Z;980;santorsola-phd-4
0.99;20.7;100;3367;2024-07-01T14:18:32.126988776Z;980;santorsola-phd-4
1.01;19.4;100;3367;2024-07-01T14:38:32.046033827Z;980;santorsola-phd-4
1.02;18.9;100;3365;2024-07-01T14:58:32.095788790Z;980;santorsola-phd-4
1.03;18.3;100;3363;2024-07-01T15:18:32.086669220Z;980;santorsola-phd-4
1.04;17.7;100;3363;2024-07-01T15:38:32.123063593Z;980;santorsola-phd-4
1.04;17.5;100;3363;2024-07-01T15:58:31.986535601Z;980;santorsola-phd-4
1.06;17.5;100;3361;2024-07-01T16:18:32.039159131Z;980;santorsola-phd-4
1.04;19.4;100;3363;2024-07-01T16:38:32.025225731Z;980;santorsola-phd-4
1.05;19.2;100;3370;2024-07-01T16:58:31.676640517Z;980;santorsola-phd-4
1.04;19.4;100;3377;2024-07-01T17:38:31.979776073Z;980;santorsola-phd-4
1.05;19;100;3377;2024-07-01T17:58:31.897430268Z;980;santorsola-phd-4
1.06;18.3;100;3367;2024-07-01T18:18:31.628582580Z;980;santorsola-phd-4
1.06;17.9;100;3361;2024-07-01T18:38:31.937462351Z;980;santorsola-phd-4
1.07;17.9;100;3367;2024-07-01T18:58:31.919763872Z;980;santorsola-phd-4
1.09;17.1;100;3363;2024-07-01T19:18:31.903284128Z;980;santorsola-phd-4
1.13;16.8;100;3367;2024-07-01T19:38:31.901614732Z;980;santorsola-phd-4
1.17;16.2;100;3358;2024-07-01T19:58:31.886975986Z;980;santorsola-phd-4
1.2;15.9;100;3361;2024-07-01T20:18:31.874340494Z;980;santorsola-phd-4
1.24;15.6;100;3358;2024-07-01T20:38:31.533142224Z;980;santorsola-phd-4
1.29;15.3;100;3361;2024-07-01T20:58:31.845328925Z;980;santorsola-phd-4
1.34;15.3;100;3365;2024-07-01T21:18:31.775200950Z;980;santorsola-phd-4
1.41;15;100;3358;2024-07-01T21:38:31.838268253Z;980;santorsola-phd-4
1.47;14.9;100;3356;2024-07-01T21:58:31.830553016Z;980;santorsola-phd-4
1.53;14.7;100;3361;2024-07-01T22:18:31.806579934Z;980;santorsola-phd-4
1.58;15.4;100;3361;2024-07-01T22:38:31.797340670Z;980;santorsola-phd-4
1.63;15.9;100;3358;2024-07-01T22:58:31.784506738Z;980;santorsola-phd-4
1.68;15.8;100;3358;2024-07-01T23:18:31.776312389Z;980;santorsola-phd-4
1.73;16;100;3361;2024-07-01T23:38:31.762124278Z;980;santorsola-phd-4
1.78;16;100;3358;2024-07-01T23:58:31.748053757Z;980;santorsola-phd-4
1.84;15.8;100;3361;2024-07-02T00:18:31.740263783Z;980;santorsola-phd-4
1.88;15.5;100;3361;2024-07-02T00:38:31.727193336Z;980;santorsola-phd-4
1.93;15.3;100;3361;2024-07-02T00:58:31.715523948Z;980;santorsola-phd-4
1.98;15;100;3358;2024-07-02T01:18:31.637335646Z;980;santorsola-phd-4
2.03;14.6;100;3358;2024-07-02T01:38:31.689672828Z;980;santorsola-phd-4
2.06;14.6;100;3358;2024-07-02T01:58:31.691071632Z;980;santorsola-phd-4
2.08;14.6;100;3363;2024-07-02T02:18:31.674551899Z;980;santorsola-phd-4
2.11;14;100;3361;2024-07-02T02:38:31.327307475Z;980;santorsola-phd-4
2.14;13.6;100;3356;2024-07-02T02:58:31.653576867Z;980;santorsola-phd-4
2.17;13.7;100;3354;2024-07-02T03:18:31.629903050Z;980;santorsola-phd-4
2.2;13.6;100;3358;2024-07-02T03:38:31.626021387Z;980;santorsola-phd-4
2.24;13.8;100;3358;2024-07-02T03:58:31.295843405Z;980;santorsola-phd-4
2.25;14.4;100;3354;2024-07-02T04:18:31.603015117Z;980;santorsola-phd-4
2.25;15.5;100;3361;2024-07-02T04:38:31.640678625Z;980;santorsola-phd-4
2.24;16;100;3361;2024-07-02T04:58:31.578784155Z;980;santorsola-phd-4
2.21;18.2;100;3367;2024-07-02T05:18:31.249095916Z;980;santorsola-phd-4
2.19;19.2;100;3370;2024-07-02T05:38:31.237394417Z;980;santorsola-phd-4
2.11;22.5;100;3381;2024-07-02T05:58:31.542869009Z;980;santorsola-phd-4
2.03;25.2;100;3383;2024-07-02T06:18:31.530426378Z;980;santorsola-phd-4
1.93;27.4;100;3383;2024-07-02T06:38:31.510489800Z;980;santorsola-phd-4
1.79;30.1;100;3388;2024-07-02T06:58:31.489573786Z;980;santorsola-phd-4
1.81;28.3;100;3390;2024-07-02T07:18:31.480006820Z;980;santorsola-phd-4
1.69;30;100;3395;2024-07-02T07:38:31.481637769Z;980;santorsola-phd-4
1.63;30.5;100;3393;2024-07-02T07:58:31.450406569Z;980;santorsola-phd-4
1.56;30.4;100;3395;2024-07-02T08:18:31.452527218Z;980;santorsola-phd-4
1.33;34.3;100;3393;2024-07-02T08:38:31.485916374Z;980;santorsola-phd-4
1.27;34.1;100;3393;2024-07-02T08:58:31.443761701Z;980;santorsola-phd-4
1.13;34.9;100;3393;2024-07-02T09:18:31.411420352Z;980;santorsola-phd-4
1.05;35;100;3395;2024-07-02T09:38:31.403075650Z;980;santorsola-phd-4
0.94;35.1;100;3390;2024-07-02T09:58:31.398976230Z;980;santorsola-phd-4
0.9;34.6;100;3395;2024-07-02T10:18:31.086513903Z;980;santorsola-phd-4
0.89;33.9;100;3388;2024-07-02T10:38:31.375216157Z;980;santorsola-phd-4
0.9;32.7;100;3393;2024-07-02T10:58:31.405046107Z;980;santorsola-phd-4
0.8;34.5;100;3390;2024-07-02T11:18:31.034402204Z;980;santorsola-phd-4
0.68;36.5;100;3386;2024-07-02T11:38:31.015309236Z;980;santorsola-phd-4
0.69;35.5;100;3388;2024-07-02T11:58:31.264771930Z;980;santorsola-phd-4
0.57;37.3;100;3388;2024-07-02T12:18:31.321297051Z;980;santorsola-phd-4
0.39;40.4;100;3397;2024-07-02T12:38:30.977686186Z;980;santorsola-phd-4
0.41;38.6;100;3402;2024-07-02T12:58:31.297127691Z;980;santorsola-phd-4
0.34;39;100;3397;2024-07-02T13:18:31.302926127Z;980;santorsola-phd-4
0.18;41.9;100;3402;2024-07-02T13:38:31.293729241Z;980;santorsola-phd-4
0.67;29.1;100;3388;2024-07-02T13:58:31.273072276Z;980;santorsola-phd-4
0.37;36.5;100;3383;2024-07-02T14:18:30.943818519Z;980;santorsola-phd-4
0.7;28.2;100;3386;2024-07-02T14:38:31.266093650Z;980;santorsola-phd-4
0.71;27.3;100;3381;2024-07-02T14:58:31.241791010Z;980;santorsola-phd-4
0.69;28.4;100;3383;2024-07-02T15:18:30.905453210Z;980;santorsola-phd-4
0.44;34.1;100;3381;2024-07-02T15:38:31.238798456Z;980;santorsola-phd-4
0.37;36.7;100;3397;2024-07-02T15:58:31.196373123Z;980;santorsola-phd-4
0.69;27.8;100;3395;2024-07-02T16:18:31.125615226Z;980;santorsola-phd-4
0.75;25.3;100;3381;2024-07-02T16:38:31.174880387Z;980;santorsola-phd-4
0.6;29.8;100;3379;2024-07-02T16:58:30.839704840Z;980;santorsola-phd-4
0.72;26.7;100;3386;2024-07-02T17:18:30.816822580Z;980;santorsola-phd-4
0.78;24;100;3379;2024-07-02T17:38:31.161500701Z;980;santorsola-phd-4
0.8;23.1;100;3372;2024-07-02T17:58:31.130243382Z;980;santorsola-phd-4
0.81;22.6;100;3377;2024-07-02T18:18:31.105271560Z;980;santorsola-phd-4
0.84;21.4;100;3367;2024-07-02T18:38:31.090206190Z;980;santorsola-phd-4
0.85;20.8;100;3370;2024-07-02T18:58:31.080095512Z;980;santorsola-phd-4
0.87;20.1;100;3367;2024-07-02T19:18:30.729377625Z;980;santorsola-phd-4
0.87;19.9;100;3365;2024-07-02T19:38:30.980418301Z;980;santorsola-phd-4
0.88;19.6;100;3365;2024-07-02T19:58:31.033057164Z;980;santorsola-phd-4
0.89;19.3;100;3363;2024-07-02T20:18:31.016750670Z;980;santorsola-phd-4
0.89;19.2;100;3361;2024-07-02T20:38:31.005770025Z;980;santorsola-phd-4
0.89;19.2;100;3367;2024-07-02T20:58:30.994096463Z;980;santorsola-phd-4
0.89;19.4;100;3365;2024-07-02T21:18:30.650256905Z;980;santorsola-phd-4
0.91;18.6;100;3365;2024-07-02T21:38:30.963825998Z;980;santorsola-phd-4
0.94;18.1;100;3361;2024-07-02T21:58:30.944120288Z;980;santorsola-phd-4
0.97;17.8;100;3363;2024-07-02T22:18:30.935066296Z;980;santorsola-phd-4
1;17.5;100;3363;2024-07-02T22:38:30.923159376Z;980;santorsola-phd-4
1.02;16.9;100;3365;2024-07-02T22:58:30.902444016Z;980;santorsola-phd-4
1.05;16.1;100;3361;2024-07-02T23:18:30.574369280Z;980;santorsola-phd-4
1.07;15.5;100;3358;2024-07-02T23:38:30.881015347Z;980;santorsola-phd-4
1.1;15.3;100;3358;2024-07-02T23:58:30.870742092Z;980;santorsola-phd-4
1.14;15.4;100;3358;2024-07-03T00:18:30.530029309Z;980;santorsola-phd-4
1.19;15.3;100;3358;2024-07-03T00:38:30.847208830Z;980;santorsola-phd-4
1.23;15.2;100;3361;2024-07-03T00:58:30.840006737Z;980;santorsola-phd-4
1.27;15.2;100;3361;2024-07-03T01:18:30.829214797Z;980;santorsola-phd-4
1.32;15.4;100;3358;2024-07-03T01:38:30.822290956Z;980;santorsola-phd-4
1.38;15.4;100;3361;2024-07-03T01:58:30.800518350Z;980;santorsola-phd-4
1.44;15.4;100;3358;2024-07-03T02:18:30.713514400Z;980;santorsola-phd-4
1.5;15.4;100;3358;2024-07-03T02:38:30.712563710Z;980;santorsola-phd-4
1.55;15.4;100;3358;2024-07-03T02:58:30.773216213Z;980;santorsola-phd-4
1.6;15.3;100;3358;2024-07-03T03:18:30.694430595Z;980;santorsola-phd-4
1.66;15.3;100;3358;2024-07-03T03:38:30.442942448Z;980;santorsola-phd-4
1.7;15.4;100;3361;2024-07-03T03:58:30.768574885Z;980;santorsola-phd-4
1.74;15.4;100;3358;2024-07-03T04:18:30.717198196Z;980;santorsola-phd-4
1.77;15.5;100;3358;2024-07-03T04:38:30.378856755Z;980;santorsola-phd-4
1.79;16;100;3361;2024-07-03T04:58:30.696330089Z;980;santorsola-phd-4
1.79;16.3;100;3361;2024-07-03T05:18:30.690852427Z;980;santorsola-phd-4
1.76;17.8;100;3365;2024-07-03T05:38:30.662120534Z;980;santorsola-phd-4
1.74;18.4;100;3365;2024-07-03T05:58:30.656259214Z;980;santorsola-phd-4
1.74;17.1;100;3363;2024-07-03T06:18:30.679977Z;980;santorsola-phd-4
1.71;19.4;100;3365;2024-07-03T06:38:30.628758263Z;980;santorsola-phd-4
1.63;22.6;100;3372;2024-07-03T06:58:30.621952370Z;980;santorsola-phd-4
1.65;21;100;3374;2024-07-03T07:18:30.606738647Z;980;santorsola-phd-4
1.64;21.2;100;3374;2024-07-03T07:38:30.591010111Z;980;santorsola-phd-4
1.64;20.5;100;3374;2024-07-03T07:58:30.522437120Z;980;santorsola-phd-4
1.55;24;100;3374;2024-07-03T08:18:30.553692340Z;980;santorsola-phd-4
1.56;23.6;100;3381;2024-07-03T08:38:30.535099790Z;980;santorsola-phd-4
1.53;23.9;100;3377;2024-07-03T08:58:30.527202085Z;980;santorsola-phd-4
1.53;23.3;100;3379;2024-07-03T09:18:30.524866165Z;980;santorsola-phd-4
1.52;22.8;100;3377;2024-07-03T09:38:30.494279003Z;980;santorsola-phd-4
1.38;27.8;100;3386;2024-07-03T09:58:30.487099745Z;980;santorsola-phd-4
1.23;31.2;100;3388;2024-07-03T10:18:30.463405803Z;980;santorsola-phd-4
1.3;28.6;100;3393;2024-07-03T10:38:30.440156935Z;980;santorsola-phd-4
1.35;26.3;100;3383;2024-07-03T10:58:30.121599395Z;980;santorsola-phd-4
1.41;23.2;100;3379;2024-07-03T11:18:30.437391348Z;980;santorsola-phd-4
1.39;23.4;100;3374;2024-07-03T11:38:30.397717873Z;980;santorsola-phd-4
1.32;25.9;100;3386;2024-07-03T11:58:30.391601818Z;980;santorsola-phd-4
1.34;25.2;100;3386;2024-07-03T12:18:30.435342525Z;980;santorsola-phd-4
1.29;26.4;100;3379;2024-07-03T12:38:30.359583944Z;980;santorsola-phd-4
1.26;27.1;100;3381;2024-07-03T12:58:30.342146707Z;980;santorsola-phd-4
1.25;27.2;100;3390;2024-07-03T13:18:30.010311542Z;980;santorsola-phd-4
1.26;26.3;100;3386;2024-07-03T13:38:30.307661012Z;980;santorsola-phd-4
1.25;26.1;100;3381;2024-07-03T13:58:29.962260477Z;980;santorsola-phd-4
1.28;24.1;100;3386;2024-07-03T14:18:30.285003764Z;980;santorsola-phd-4
1.25;24.8;100;3374;2024-07-03T14:38:30.279690398Z;980;santorsola-phd-4
1.22;25.9;100;3379;2024-07-03T14:58:30.280843012Z;980;santorsola-phd-4
1.29;22.3;100;3374;2024-07-03T15:18:29.903208921Z;980;santorsola-phd-4
1.28;22.2;100;3372;2024-07-03T15:38:30.214772423Z;980;santorsola-phd-4
1.3;21;100;3379;2024-07-03T15:58:30.200449277Z;980;santorsola-phd-4
1.31;20;100;3367;2024-07-03T16:18:30.201606167Z;980;santorsola-phd-4
1.33;19;100;3367;2024-07-03T16:38:30.169786562Z;980;santorsola-phd-4
1.33;18.7;100;3365;2024-07-03T16:58:30.159145507Z;980;santorsola-phd-4
1.34;17.8;100;3363;2024-07-03T17:18:30.147646635Z;980;santorsola-phd-4
1.34;17.2;100;3361;2024-07-03T17:38:30.125617191Z;980;santorsola-phd-4
1.34;17.5;100;3363;2024-07-03T17:58:30.123806631Z;980;santorsola-phd-4
1.36;16.9;100;3363;2024-07-03T18:18:30.133577842Z;980;santorsola-phd-4
1.37;16.4;100;3361;2024-07-03T18:38:30.025443403Z;980;santorsola-phd-4
1.38;16.3;100;3363;2024-07-03T18:58:30.076108090Z;980;santorsola-phd-4
1.4;16.2;100;3358;2024-07-03T19:18:30.007643571Z;980;santorsola-phd-4
1.42;15.8;100;3363;2024-07-03T19:38:30.057377644Z;980;santorsola-phd-4
1.45;15.8;100;3361;2024-07-03T19:58:30.047698563Z;980;santorsola-phd-4
1.49;15.5;100;3363;2024-07-03T20:18:30.029948356Z;980;santorsola-phd-4
1.51;15.2;100;3356;2024-07-03T20:38:30.029303321Z;980;santorsola-phd-4
1.53;15.2;100;3354;2024-07-03T20:58:30.011652408Z;980;santorsola-phd-4
1.55;15;100;3356;2024-07-03T21:18:29.991237974Z;980;santorsola-phd-4
1.57;14.8;100;3356;2024-07-03T21:38:29.910920127Z;980;santorsola-phd-4
1.59;14.6;100;3356;2024-07-03T21:58:29.645537604Z;980;santorsola-phd-4
1.61;14.7;100;3356;2024-07-03T22:18:29.955792579Z;980;santorsola-phd-4
1.65;14.7;100;3358;2024-07-03T22:38:29.943648278Z;980;santorsola-phd-4
1.69;14.7;100;3356;2024-07-03T22:58:29.929534407Z;980;santorsola-phd-4
1.72;14.9;100;3358;2024-07-03T23:18:29.598694913Z;980;santorsola-phd-4
1.74;14.7;100;3358;2024-07-03T23:38:29.915431749Z;980;santorsola-phd-4
1.77;14.4;100;3358;2024-07-03T23:58:29.841751918Z;980;santorsola-phd-4
1.8;13.9;100;3356;2024-07-04T00:18:29.891827492Z;980;santorsola-phd-4
1.83;14.1;100;3361;2024-07-04T00:38:29.882950832Z;980;santorsola-phd-4
1.86;14.4;100;3358;2024-07-04T00:58:29.881407780Z;980;santorsola-phd-4
1.89;14.2;100;3356;2024-07-04T01:18:29.878742799Z;980;santorsola-phd-4
1.91;14;100;3356;2024-07-04T01:38:29.851929272Z;980;santorsola-phd-4
1.94;14.2;100;3358;2024-07-04T01:58:29.850810540Z;980;santorsola-phd-4
1.96;13.9;100;3356;2024-07-04T02:18:29.836296747Z;980;santorsola-phd-4
1.99;14.1;100;3356;2024-07-04T02:38:29.496186721Z;980;santorsola-phd-4
2.01;14.3;100;3352;2024-07-04T02:58:29.811899079Z;980;santorsola-phd-4
2.03;14.1;100;3354;2024-07-04T03:18:29.803888424Z;980;santorsola-phd-4
2.03;14.1;100;3354;2024-07-04T03:38:29.799778237Z;980;santorsola-phd-4
2.04;14.3;100;3354;2024-07-04T03:58:29.789991136Z;980;santorsola-phd-4
2.05;14.6;100;3356;2024-07-04T04:18:29.769516511Z;980;santorsola-phd-4
2.05;14.6;100;3354;2024-07-04T04:38:29.429580071Z;980;santorsola-phd-4
2.04;15;100;3365;2024-07-04T04:58:29.748791791Z;980;santorsola-phd-4
2.03;15.9;100;3358;2024-07-04T05:18:29.735743336Z;980;santorsola-phd-4
2.02;16.6;100;3367;2024-07-04T05:38:29.398475472Z;980;santorsola-phd-4
2;18.4;100;3374;2024-07-04T05:58:29.635744636Z;980;santorsola-phd-4
1.92;22.2;100;3379;2024-07-04T06:18:29.696511890Z;980;santorsola-phd-4
1.89;23.2;100;3383;2024-07-04T06:38:29.674681865Z;980;santorsola-phd-4
1.86;23.6;100;3383;2024-07-04T06:58:29.723727264Z;980;santorsola-phd-4
1.81;24.7;100;3390;2024-07-04T07:18:29.584933413Z;980;santorsola-phd-4
1.79;24.9;100;3393;2024-07-04T07:38:29.646535639Z;980;santorsola-phd-4
1.73;26.3;100;3390;2024-07-04T07:58:29.650770560Z;980;santorsola-phd-4
1.67;27.4;100;3393;2024-07-04T08:18:29.284044572Z;980;santorsola-phd-4
1.61;28.8;100;3388;2024-07-04T08:38:29.649744662Z;980;santorsola-phd-4
1.59;28.7;100;3390;2024-07-04T08:58:29.255115937Z;980;santorsola-phd-4
1.53;29.8;100;3390;2024-07-04T09:18:29.579572416Z;980;santorsola-phd-4
1.43;31.5;100;3390;2024-07-04T09:38:29.570608064Z;980;santorsola-phd-4
1.3;33.7;100;3393;2024-07-04T09:58:29.231642792Z;980;santorsola-phd-4
1.25;33.8;100;3393;2024-07-04T10:18:29.239186590Z;980;santorsola-phd-4
1.2;33.8;100;3393;2024-07-04T10:38:29.536805759Z;980;santorsola-phd-4
1.14;33.9;100;3395;2024-07-04T10:58:29.528283397Z;980;santorsola-phd-4
1.05;34.7;100;3395;2024-07-04T11:18:29.448387149Z;980;santorsola-phd-4
1.05;33.7;100;3388;2024-07-04T11:38:29.183399750Z;980;santorsola-phd-4
0.88;36.5;100;3390;2024-07-04T11:58:29.180145983Z;980;santorsola-phd-4
0.69;39;100;3395;2024-07-04T12:18:29.496234824Z;980;santorsola-phd-4
0.51;41.4;100;3395;2024-07-04T12:38:29.477249887Z;980;santorsola-phd-4
0.44;40.6;100;3397;2024-07-04T12:58:29.484788155Z;980;santorsola-phd-4
0.45;38.6;100;3397;2024-07-04T13:18:29.487389689Z;980;santorsola-phd-4
0.41;38.1;100;3393;2024-07-04T13:38:29.477806253Z;980;santorsola-phd-4
0.22;42;100;3400;2024-07-04T13:58:29.450414544Z;980;santorsola-phd-4
0.32;38.2;100;3400;2024-07-04T14:18:29.486359351Z;980;santorsola-phd-4
0.37;36.6;100;3393;2024-07-04T14:38:29.454234309Z;980;santorsola-phd-4
0.08;41.8;100;3395;2024-07-04T14:58:29.460106145Z;980;santorsola-phd-4
0.19;38;100;3393;2024-07-04T15:18:29.412117159Z;980;santorsola-phd-4
0.25;36.8;100;3393;2024-07-04T15:38:29.361572736Z;980;santorsola-phd-4
0.38;32.8;100;3381;2024-07-04T15:58:29.413886738Z;980;santorsola-phd-4
0.46;31.4;100;3388;2024-07-04T16:18:29.427492409Z;980;santorsola-phd-4
0.53;29.4;100;3379;2024-07-04T16:38:29.395110462Z;980;santorsola-phd-4
0.64;25.8;100;3374;2024-07-04T16:58:29.063965311Z;980;santorsola-phd-4
0.65;25.6;100;3377;2024-07-04T17:18:29.410040461Z;980;santorsola-phd-4
0.72;23.1;100;3374;2024-07-04T17:38:29.348614760Z;980;santorsola-phd-4
0.74;22.3;100;3372;2024-07-04T17:58:29.341001924Z;980;santorsola-phd-4
0.75;21.7;100;3367;2024-07-04T18:18:29.322667922Z;980;santorsola-phd-4
0.78;20.6;100;3365;2024-07-04T18:38:29.309222385Z;980;santorsola-phd-4
0.79;19.7;100;3365;2024-07-04T18:58:29.297148409Z;980;santorsola-phd-4
0.81;18.9;100;3361;2024-07-04T19:18:29.283866940Z;980;santorsola-phd-4
0.83;17.6;100;3358;2024-07-04T19:38:29.267752327Z;980;santorsola-phd-4
0.84;17.1;100;3358;2024-07-04T19:58:29.249558537Z;980;santorsola-phd-4
0.84;17.1;100;3356;2024-07-04T20:18:29.238616600Z;980;santorsola-phd-4
0.86;16.5;100;3356;2024-07-04T20:38:29.233021607Z;980;santorsola-phd-4
0.87;16.2;100;3358;2024-07-04T20:58:29.224420201Z;980;santorsola-phd-4
0.89;15.7;100;3356;2024-07-04T21:18:29.211006092Z;980;santorsola-phd-4
0.9;15.6;100;3356;2024-07-04T21:38:29.244327905Z;980;santorsola-phd-4
0.92;15.1;100;3354;2024-07-04T21:58:28.867397830Z;980;santorsola-phd-4
0.94;14.9;100;3356;2024-07-04T22:18:29.175177132Z;980;santorsola-phd-4
0.96;14.7;100;3354;2024-07-04T22:38:29.164107323Z;980;santorsola-phd-4
0.99;14.6;100;3354;2024-07-04T22:58:29.143392698Z;980;santorsola-phd-4
1.03;14.2;100;3354;2024-07-04T23:18:29.129949196Z;980;santorsola-phd-4
1.07;14.4;100;3354;2024-07-04T23:38:29.116834805Z;980;santorsola-phd-4
1.11;14.1;100;3354;2024-07-04T23:58:29.119575312Z;980;santorsola-phd-4
1.15;14.1;100;3358;2024-07-05T00:18:29.094354524Z;980;santorsola-phd-4
1.19;13.7;100;3354;2024-07-05T00:38:29.100102460Z;980;santorsola-phd-4
1.22;13.4;100;3354;2024-07-05T00:58:29.083507887Z;980;santorsola-phd-4
1.27;13.4;100;3354;2024-07-05T01:18:28.743916142Z;980;santorsola-phd-4
1.31;13.2;100;3354;2024-07-05T01:38:28.742183852Z;980;santorsola-phd-4
1.36;13;100;3352;2024-07-05T01:58:29.080047695Z;980;santorsola-phd-4
1.4;12.8;100;3356;2024-07-05T02:18:29.078252587Z;980;santorsola-phd-4
1.44;12.7;100;3349;2024-07-05T02:38:29.035975008Z;980;santorsola-phd-4
1.48;12.6;100;3354;2024-07-05T02:58:29.018363247Z;980;santorsola-phd-4
1.51;12.5;100;3358;2024-07-05T03:18:29.027336107Z;980;santorsola-phd-4
1.55;12.7;100;3352;2024-07-05T03:38:28.999273570Z;980;santorsola-phd-4
1.59;13.2;100;3354;2024-07-05T03:58:28.927282112Z;980;santorsola-phd-4
1.62;13.5;100;3352;2024-07-05T04:18:28.988074092Z;980;santorsola-phd-4
1.64;14.4;100;3356;2024-07-05T04:38:28.983429767Z;980;santorsola-phd-4
1.64;15.3;100;3358;2024-07-05T04:58:28.971325617Z;980;santorsola-phd-4
1.63;15.8;100;3363;2024-07-05T05:18:28.948515079Z;980;santorsola-phd-4
1.6;17.8;100;3370;2024-07-05T05:38:28.884098008Z;980;santorsola-phd-4
1.55;20.4;100;3372;2024-07-05T05:58:28.923106297Z;980;santorsola-phd-4
1.52;21.7;100;3381;2024-07-05T06:18:28.911506590Z;980;santorsola-phd-4
1.45;23.9;100;3383;2024-07-05T06:38:28.891209128Z;980;santorsola-phd-4
1.4;25.2;100;3390;2024-07-05T06:58:28.881121600Z;980;santorsola-phd-4
1.38;25.4;100;3390;2024-07-05T07:18:28.863796008Z;980;santorsola-phd-4
1.37;25;100;3393;2024-07-05T07:38:28.858157697Z;980;santorsola-phd-4
1.31;26.6;100;3390;2024-07-05T07:58:28.842736696Z;980;santorsola-phd-4
1.26;27.7;100;3393;2024-07-05T08:18:28.830116799Z;980;santorsola-phd-4
